"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64"
"holocanthus",0.285517485804311,-0.110371348904314,0.0215631333840658,0.0688831566883826,0.00814882535440425,-0.0239955645883901,0.091072663268702,0.00717003378272168,0.00476529577330032,0.0275718415666494,-0.0160314914048945,0.0145126729655119,-0.0201597821212929,0.0141682942678185,0.00524531383929288,-0.000199190959052637,-0.00234028788316121,0.00426991438773449,-0.00323601296054341,0.00753258005998989,0.00324235029092928,0.00411617456860016,0.00900081955293596,-0.00593712257899492,0.0042590125809319,-0.00295256598963735,0.00389126322865633,0.00145452632167388,0.00422858022006598,0.00152478568145813,0.00165978680210198,0.000582591934796449,-0.00314965941171137,0.000883890282910787,-0.00304908072384695,-0.000847643530405968,0.000646328236678383,0.00212950296892432,0.00124217622891049,-1.72177588556994e-05,-0.000184953346590266,0.00286935985191165,0.000114866267567155,-0.00341090165008099,-0.000433937986708578,-0.000193367730313532,-0.00265089089549491,-0.000685099636170785,0.000629630133394643,0.00187528570286425,-0.000654286954275317,0.000670779001933003,0.000401422991466702,1.66898092282116e-05,0.000547408563319067,0.00144633926256773,-0.000576606846403167,-0.000745587677699693,0.000243927448515132,-0.000302927521995283,0.000516294590273647,6.04773167021457e-17,-2.36250483352e-17,-7.26092609068776e-18
"hystrix",0.228444817159819,-0.114833934948596,0.00349685321103371,0.0511649710738851,0.0101632833306915,0.0248590589284059,0.0933408764923627,0.0195435317819339,-0.0210567362669151,0.0134494563101773,-0.0266650171339524,0.0188464219135006,-0.0118897526557853,0.00885701611445396,0.0145376932388259,-0.0175972592214401,0.000705293026467704,-0.00803840379592959,0.00472686562886055,0.0015658984662372,0.00187496353853049,0.00423058225739979,0.00542274519358633,-0.0138258045155679,0.00208938353762577,0.00330876610283034,0.00462336675593691,-0.00127955724950635,0.00242447666137011,0.00135711092745324,0.0003972569228265,-0.00283319643372855,-1.08093060702021e-05,-0.00198305832386943,-0.0032534532183239,0.00167968767695898,0.00272070538976068,0.000915435899932164,0.00205509168125461,0.000898094374008967,-0.0046912335191733,-0.00089128688809391,-0.000180746633175251,-0.00185056051704248,-0.00507271628362138,0.00204020278926008,0.00108884525393717,-0.00118885709672828,-0.00108078058452868,0.000906046826393645,-0.00144904183120053,-0.000162830858857973,-0.00183846499670062,-0.000645138927728812,-0.00141684699121809,0.000816246721415209,-4.69449949594186e-05,0.000604923540532574,-0.00055987673654978,3.94404757720571e-05,-0.00103535898524183,-1.15378746018868e-16,3.91155025889188e-17,-3.64994395016944e-18
"cutcutia",0.17614029732728,0.0778881714543447,0.0302252819516934,0.00917562941302432,-0.0243793727183821,0.0459553292144643,0.0439760561058945,0.0671535588595085,-0.0471498757177145,0.00791558062310565,0.0123335311494745,0.00074787063561279,0.00390663018723886,0.00237377702690769,0.00133178143664796,-0.000959914237971163,0.00985559157027641,-0.0137284623742265,0.0101059403799522,0.00674835723096177,2.62068356765588e-06,0.00171871161434483,-0.0112167292164201,0.000396471317224761,-0.00505547949176093,0.000396318974994242,0.000549796786532599,-0.00696594813727101,-0.0121460917852358,0.00534872924842275,0.00470579453240344,0.00328953251616604,0.00528622200185712,-2.39091934420317e-05,0.000901671864113875,-0.00693429346073561,-0.000877088236910103,0.00112055945117761,0.00514774592372761,-0.003736613205547,-0.00244265661748661,-0.00223487946535884,-0.00857833366073936,-0.00134965676014109,-0.00333043126883881,-0.00119673876196465,-0.00221044636376824,-0.00143305963500285,0.00153694826725798,-0.00210952825271299,-0.000224349628531132,-0.00144240756275093,0.00431518835120756,0.000795934710758229,-5.78175188595573e-05,0.000985599576167673,0.000736501850641362,-0.000382940856809466,-7.46476273018304e-05,0.000157926799050143,0.000158474616005166,-1.33116347709071e-17,3.65979330980322e-17,-3.90012294097557e-18
"palembangensis",0.0105290855746932,0.125505542512866,0.0158125331201905,0.0433978938568038,-0.019449709212308,0.0246135271318476,-0.0250961393568668,-0.00951884717314519,-0.0628491714764383,0.0244462942247448,0.00940803668430505,-0.0183469533228754,0.0243474862404684,-0.00637669676798876,-0.00627212761961928,0.0123846614430517,-0.00365917894436777,-0.00356157944538464,0.00353756259917483,0.0100475769904799,-0.00623590903690592,-0.00218612074606622,0.00906844249379429,-5.07985083129804e-05,0.00408610320019686,0.00412271786030039,0.00934492488558901,-0.00127072552825505,0.00667700816523443,-0.00323856111602288,0.00480984235172859,-0.00123159195188083,-0.00371588701754657,-0.000860990071151556,-0.00368126742907879,0.000986983015940918,0.00601020064609097,-0.00464392389005636,0.00906834941850279,0.00161404008489225,0.00312059838027447,0.000187267227774702,-0.00120195970319747,-0.000457188253259401,0.00200629245636645,0.00139745803038393,0.000243504732634252,0.00148807166024212,-0.000749120767483326,-0.00115541146199375,-0.000643896244652808,0.000628157127628927,-0.00217528291745362,-0.000829826090098615,-0.00102608795059166,0.00196345478956628,0.00103678292385569,9.6114252815161e-05,-0.000240605014305258,0.000506759597336014,-0.000541632627220271,1.07675606381969e-16,6.26767511810617e-17,-4.21789605368057e-18
"cochinchinensis",0.261460260792789,0.0239109394568677,-0.0221042240520551,0.0659933483174225,0.00875699013110526,-0.00243518874538513,-0.038109819170373,0.00205536389672917,-0.0270645703210991,0.0142580578114959,0.00968421618643101,0.0143122186488442,0.0260694802511203,0.0116727439642376,0.00534288124713393,0.0266859199678697,0.0116646827607123,-0.0139247234061291,0.00981188445230014,0.0137344279806052,-0.000211495501643413,-0.00587843765946316,-0.00305735822242821,0.00545608587499038,0.00707815529498398,0.00445531881260062,0.00532603256473889,0.00400191868760009,0.00363333631094431,-0.00399605842920426,-0.00301545981400048,0.0054737536437414,-0.00344249751803038,-0.00455271563047605,-0.000524376271463613,-0.00286532130282898,0.00343878814862813,0.00205340574150006,0.00345217489653079,-0.00269052231395659,0.00339260924076197,0.00248404639891693,0.00216353664995904,-0.00109139320850712,0.00148517300411996,-0.00413094559967811,0.00130378195898382,-0.00164959509752871,7.68587834048388e-05,0.00246422612063513,-0.00230874894903033,-0.000188010314685399,0.000125966167039,-0.000975527204782683,-0.000717312396242855,-0.000571893912089415,0.000528650946269061,0.000151934315815818,0.000111677473777811,-0.000129236992178933,-0.000235031204858094,1.23704155229756e-16,-9.73135974832935e-17,-5.8675745841392e-18
"turgidus",0.256529061725014,0.0879772316690916,0.0927242350143338,-0.0221163669227402,-0.0434200763706823,0.0494718322230856,0.0394664030338052,0.0455709895039603,-0.00814256185621971,0.0237008796356933,0.00410557879361145,0.0167321752200192,-0.017753967389328,0.00428771840852931,0.000868557377532284,-0.0107640227047342,0.00376512210558833,-0.0198782280712425,0.00704862551369856,0.00300733897098757,-0.00314562709928432,-0.00177571261023472,-0.0156693252818794,-0.00334737093576534,-0.00625722841888932,0.000116398108609311,-0.00420839625286963,0.00428766469281003,-0.00654160921835434,-0.00575127809032582,-0.00393889865268583,0.000650321689801011,-0.00470039356178871,-0.00258572917354525,0.00269528891191223,0.00343838233021848,-0.00164483382019208,0.00159438659284758,-0.00415793288582852,-0.00648486285599269,0.000746600507966128,-0.00714517541768237,-0.00244707713533394,0.00500775745724708,0.00153166815660763,-7.23920568456198e-05,-1.91773092239657e-05,-0.00150888050738156,-0.000654588865582223,0.000336248982526864,0.00224049884337179,0.000156587294466239,-0.00178597089038336,-0.00355357536272529,0.000700164791972627,0.000823912691535134,-0.000284161939442327,-0.00182784971294313,-0.000421323787351712,0.000752111582992995,0.000169312011906289,-2.6322253743609e-17,3.62205959161336e-17,-2.22931428327746e-18
"nigroris",-0.19973652291334,-0.0267816310641544,-0.0138228673297074,-0.0062388802748972,-0.025378447844289,0.00963822341341554,0.0128876118342088,0.0473636033079464,0.026929481470792,-0.00973141898956749,0.00031089497832373,0.0231769297669301,-0.0030467372800279,-0.00577286705241058,0.00200176679399017,0.00406891246191506,0.00352683678968153,-0.00345995463842187,0.0089168150734289,0.0062260239448159,-0.00505021873467923,-0.00506196617346325,-0.00699933217753571,-0.00282200821347924,0.00240361019254186,0.00156284452481961,-0.00304356849138166,0.000104418776983156,-0.000708492764035532,-0.00453292749174166,-0.00216093461230056,0.000693130718228104,0.00263169561727027,-0.000184604289106005,0.000515333166999512,-0.000470710800399245,-0.00117011081173178,-0.00133117008096807,0.0020798664530722,-0.00101426266285902,-0.00172427168024634,0.000232046752110956,0.00138893901198281,-0.000139343087044982,0.000308534011354204,-0.0007639877009158,-0.00160817370633921,0.000302195694353728,-0.000535690017730754,0.000676188633652839,0.00036852994150394,0.000530125186673914,0.000134331229424429,-0.000131378506722014,0.000255472911799067,0.000112539582614199,0.000268391570013493,0.00144260270648,0.000507194402766242,0.000191373484881252,-2.86746944202014e-05,1.40468567784548e-16,9.34315547895525e-17,9.17070531614223e-19
"xanthurus",-0.0225498749497594,-0.0536099730819063,-0.0357343466799685,-0.00204828697475246,-0.0141895392157523,0.00791392480826802,-0.0137698257748257,0.0249830336411241,0.018949282235206,-0.00296869000617157,-0.00213014456642203,0.0082257077390861,-0.00123921514078925,-0.0113834744592506,-0.00327614577500047,0.000663436223152804,-9.10975178456484e-05,-0.000176642137338219,-0.000123305443365923,0.00268883389265486,0.00195713404720443,-0.00451053822024691,0.0054332656625649,-0.00396402829298955,-0.00164576352519518,0.00172422756900961,0.000952675608579847,0.000500944682295595,0.000600233861071013,-0.00158222227951776,-0.000306881842974971,0.00533591916374659,-0.00176084168976245,-0.00309013565123851,0.00252396542903955,0.0004823681733693,0.00160349817549835,-0.00405377885116904,0.000629254065937874,-0.000600252753982508,0.000856574868804248,0.00148568428216001,0.00202276786788655,0.00153039227688563,-0.000871458712675944,0.00107201734665076,-0.00258778265388145,0.000296017098008297,0.000789178245920816,-0.000773976193852694,0.000154506173349354,-0.000289500366780827,-0.000489610558179265,0.000432901711550663,0.000685637465877527,0.000681930766687705,0.000164012527918669,0.000274311862980111,-0.000158027291842052,0.00018458573711171,3.754882082572e-05,-1.37799715654933e-16,4.68630929267916e-17,6.71148171439803e-18
"regius",-0.0408549915268917,-0.0320641982089962,-0.0619809776538644,-0.0154757011943612,-0.0152453122551412,0.0169355442752817,-0.000624608507933903,0.00988187489244393,0.0182353903438807,0.00797395369633555,0.000514711839911634,-0.00716925186428106,0.00137972441399146,-0.00623434635394059,-0.000247685907115263,0.010209348387681,0.00187181505878847,-0.00289278962925326,0.000607391031499331,0.00309133754489686,0.00116023590291179,0.00138243105035107,-0.00193603554588093,0.00304540538115959,0.00607342937699187,-0.000778123700240897,-0.00224124414291753,-0.00138962335492756,-0.00166215704156247,-0.000771754098738901,0.00198713316469252,0.00142649810628494,-0.000493856751465756,0.000272773078107455,0.000264424500904712,-0.00176535935997332,-0.0023222687880405,-0.00162919880098239,-0.000524483060688643,0.000784193257480777,0.00233128183711412,3.84517002636907e-05,-0.000992571563413254,0.000295460826703663,-0.000321878402523848,0.000390324375757778,0.000616794769058599,3.16215709399986e-06,-0.00107177398937398,0.000907995991933788,0.000388957380990758,0.00100978829530147,-0.000346288671694945,-0.000455169418549609,0.000504798612314452,-6.51057462749093e-06,0.00035218265968493,-0.000363976273582362,0.00024618700242526,0.000170022313747436,-0.000196991382811639,1.22760830670382e-16,-5.70545584750971e-17,-1.86327746370833e-18
"miiuy",0.0225467869245052,-0.0540464616525626,-0.0806506279375109,-0.000656273089366343,-0.00195830565791312,0.0149164830459375,-0.0140361748956624,0.00202832789021824,0.00876841184423018,0.00816456756433673,-0.00100446806853625,-0.00292565489263548,0.01125964615353,-0.00650947579289521,-0.00540710639506489,0.00721263205013425,-0.00186631702866838,-0.00275111703787368,0.00327486849440427,0.00163209990731891,0.00346153199066896,-0.000145646431041595,0.00231651784784605,-0.00277624783434038,0.00175099381120233,-0.000772689566140278,-0.000635522998333782,-0.00308295369267183,-0.0021526491938272,-0.00153553445449412,-0.000188314167027287,0.00364303527696567,0.000168732425067005,-0.000990220035752401,0.000299663609142416,-0.000899882657252332,-2.94692075006403e-05,-0.00068969710049776,-0.000963936355289904,-0.00013226193085893,0.00097750932708905,0.000389275300159672,9.15554377073825e-05,0.00173428429961591,-0.00113907457759049,-0.000220857348517638,-0.000455421552453387,-0.000176920742698385,0.000449985418246516,0.000592343146416451,0.000210187714888279,0.000303810117346317,-0.000364348267095219,-0.000123889828936118,3.63863433884453e-05,0.000213222753217107,-0.000372893764136992,9.89726138651786e-05,-0.000272637934071101,0.000102632439685381,-0.000243733001806819,-6.03608751886565e-17,-6.35523768183774e-18,5.02204655684032e-19
"microps",-0.244877308766432,0.0849700761986123,-0.0698229437873688,-0.0298734363741581,-0.0593813737503008,0.00783111690550941,0.0131151775812631,-0.013529005634478,0.0500270336291541,-0.0092739503694307,-0.0127918224276009,-0.00051415109959501,0.00816864264841539,0.00507651927301288,0.0142347356780355,-0.00331206545791342,0.00359423462632101,-0.00295436863202064,0.00326354623766337,-0.00307519430674701,0.00404549458079794,-0.00674792688537981,0.00704738006212269,0.000247568895716023,0.00172048493055945,-0.000430278425369842,0.00353629232364811,0.00278896365096164,-0.00359677651078242,0.000644868208104574,0.00581744751619203,-0.0021782956914773,-0.000729082499511315,0.00261238662911451,0.000184368836993628,-0.00190569633871449,-0.00165370052074203,0.00159650359141311,0.000605138066195157,-0.000307871074326353,-0.00072741728223596,-0.00130763359685766,-0.000850431638619992,0.00101301698140419,0.00322072686247334,0.000919662538323464,-0.000173926584432721,-0.000635371704562783,0.00290466680741575,0.00021807930375445,-0.000556933408653359,4.3076368875964e-05,-0.000421379385257564,0.00118435211934146,-3.38950574384867e-05,0.00111582504676913,-4.65630068155466e-05,-0.000898925676980378,-0.000372508812298848,-0.000157146182770402,0.000210720996067573,-1.17668711597352e-16,6.84664157885032e-17,9.84187918193437e-19
"rhomboides",-0.189084648462592,-0.00664844491976857,-0.039041774125231,-0.00914753079507765,-0.00399130901751377,0.0152196766999243,0.000966714364854303,0.0123216160495553,0.0180216275349453,0.00435666955798047,-0.0121173725064672,-0.00518407230386006,-0.0134878799086598,-0.0084715275433705,-0.000788117382144444,0.000145481914553908,-0.00673399172448207,0.00251972985519575,2.47620018086629e-05,-0.000732382147797069,-0.0027073632367139,0.00148968471597356,0.000575902989956024,0.000707360174747327,-0.000299759113143063,0.00071517049314463,-0.000441756961114974,0.00092079410737274,0.0040539840657415,0.00351625007188302,0.000384109971334641,0.00180889439454699,-0.00173651842002134,0.000556345659006416,-0.000400866145066549,-0.00257987635756457,0.000482228254913372,-0.0010336282864198,-0.0023486566238339,-0.000144916949855706,0.00232289178624862,-0.00206010461855346,0.000686577888739342,0.000281361500741626,-0.000348931581662525,-0.000614868885561683,0.000409552209993123,-0.0010899614104503,-0.00018948980706547,-0.000280756551477224,-0.00196627270176913,9.69327703274997e-05,0.00031497908101117,8.35347427668557e-05,-0.000280631518858371,0.00017437976693458,0.000723622667134398,-0.00021062814594066,-0.000119487300688525,0.00015906567300934,-0.000381345431299337,-9.58699478707991e-17,-1.41434576456147e-17,1.18876164109056e-18
"australis",-0.301663008174491,0.0162006192454356,-0.0524537508855044,0.0109670395178881,0.0151457607933778,0.00558711064736444,-0.00621129625941209,-0.000970196189583174,0.0162990107150151,-0.00149883678475424,-0.0183060346568102,-0.0119216217071065,0.00858657025172276,-0.00651037608877521,-0.00911281403887166,0.010085199943665,-0.000972915982631723,0.00469397064454316,0.00512409924556123,0.00107900362415129,0.000202331993943956,0.000855050833302382,0.00344112376086148,0.00279754713922706,-0.00698823181065803,-0.00283353471877176,0.000777198832409933,0.00314615721654329,0.000516272088015867,-0.000826127685519812,-0.00115515357626736,-0.00431899387252142,-0.00224408584886692,0.0010017207076403,-0.00307090731150646,-0.00361272278494636,-0.000339029762139332,0.00269279088127375,-0.00165018070920065,0.000864200926496745,0.000359567992194695,-0.00147231356252413,-0.000408661717682089,-0.000191522366830136,0.000274359853037387,-0.00060331119441077,0.00085901809040104,-0.000309882188239449,0.000317263292293428,-0.000260668539949927,0.00127415184552441,-0.000703483944556041,-0.000176010177327052,-0.00118351195399987,0.000176715744904981,0.000315459598096183,0.000596829940497652,0.000144264198612879,0.000156493318560801,0.000157290999140642,-0.000188071830747724,3.96626484514922e-18,-3.71370064427928e-17,-3.28298065703911e-18
"aculeatus",0.216725600662234,0.0163518004940062,-0.0857583484868021,-0.0181501444659608,0.0132280847099311,-0.0195132056238542,-0.00362526071582356,-0.0237745795943665,-0.0479165541678066,-0.00756334263504503,-0.00159691664333238,0.00119303499063531,0.00530227364868031,-0.00146985340997308,-0.0117148374156758,0.00834561778083136,0.0046252336432793,0.00564792692321601,-0.00704441590466463,-0.00969492909749898,-0.000190051515282251,0.00847356383408596,-0.00409671338625144,-0.00493905161274019,-0.0055991369631632,-0.00859636806538087,0.00467150671107788,0.00151225927130072,0.00517566942243585,-0.00023341978859929,-0.00105667068193782,-0.0011217385147288,-0.00143665955734385,-0.00098721930147255,0.000488775293582052,-0.00173797243473622,-0.00287980210148699,-0.00119049641095817,-0.001237592178577,-0.000184489090234285,-0.000179843259070782,0.000628608371178309,-0.00167142640555609,-0.000239498053734551,-0.00129015984171605,0.000330129255864489,-0.000938220445244348,-0.000643777864161629,0.00195251372580861,0.000296301632352856,-7.60122767805907e-05,0.000102331392872654,-0.000249688042583737,0.000709285929736169,-0.000123866431675465,0.000524851463524494,0.00017631136706062,-0.000468905729766095,3.82964823438425e-05,-7.3767344888577e-05,-0.000160091559890311,7.90914162720573e-17,1.05328439850448e-17,-4.37049675412361e-18
"chrysurus",-0.179350603347495,0.024245282107644,-0.0481752998285338,-0.00875657802754429,-0.0120772169608608,0.0232614551320877,-0.0202713228852962,0.0157397931501168,-0.0127949247159838,-0.00341760232333462,-0.00670497148856377,-0.00923983696379571,-0.00468868023750329,-0.00542382334833737,0.00350148870750271,-0.0010915579246892,-0.0035424887912466,-0.00110019742197148,0.00366390708103104,0.00631349823104156,-0.00662103010763905,-0.00785891555812908,-0.000985523209698101,-0.00324012426787064,0.00163270128325628,-0.000557876343820586,-0.0055111693159934,-0.00167177253257005,0.00148122291706602,0.00505596707856489,-0.00303889937198753,0.00493942400084557,-0.00411669237670851,0.000976030873474877,-0.003752729744889,-5.00089578449074e-05,0.00216525202378579,0.000625687336721927,-0.000245803739866256,-0.000445244422796815,-0.00173758368833218,-0.00106812688534228,0.00123317864392196,0.00206403356127701,-0.0019611785059979,-0.00106390954657759,-0.000443008137273744,0.00177812618388075,-0.00129923015027563,-0.000864338498132817,7.39476706801688e-06,-0.00060133739639866,0.00152166585447986,0.000511114493317901,0.000905468800489134,-0.000357959850211989,3.47063952290891e-05,9.90485785651054e-05,-8.73680416132763e-05,-0.00117899531682738,-0.000669278167132537,1.51393513699223e-16,-3.3634477669503e-17,-4.0266666272971e-18
"peru",-0.152343170178527,-0.0277818476924469,-0.0982356351267736,0.0134329046145685,0.0234107257079973,0.0167049532530494,0.00424444420411269,0.00944764004282282,0.0192599998946732,0.00701628974249095,-0.0112552574892225,0.00172013925286681,0.00694758102183744,-0.0061780826567134,-0.016432344849916,-0.00553427019452287,-0.00512564251636376,-0.00118534480888661,-0.000158406341040782,-0.00209121756434378,0.00542465683765294,0.00237259753389878,0.0111771811896041,-0.00355337991730812,-0.00818735956284546,0.0053049341025703,-0.00234503674195914,-0.000707478233514027,-0.00308804391527726,-0.00143778526801838,0.00057172616264704,-0.00103772431742293,-0.000539022279639328,-0.00372980333139272,-0.00203009630594506,-0.00191311355439435,0.00297668386044248,-0.00214435793398235,0.00138138592296914,0.00117636223587799,4.02285875040893e-05,-0.00143141776761943,0.00132165529067125,0.00188065981585242,-0.000954627957353894,0.000201321640187818,-0.000101914301527863,0.000280584801789422,0.00142681660533772,-0.00136753235314731,0.00108687749505171,-0.00104665381474267,-0.00135720589877646,0.000982210540706655,-3.15697873123289e-05,-0.000150655307041256,0.000380593421821849,-0.000655103071346175,0.000385731722342343,0.000264295717752626,4.14113040623565e-05,-6.67549652613951e-17,8.12822961529804e-18,5.66122600682845e-19
"russellii",-0.29375360422749,0.0419893101068258,0.0119503833948132,0.00420320189262579,-0.0136266379024461,0.00143524388639093,0.00702187336954813,0.0221174921969258,0.0126335779812354,0.00537961259500333,-0.0096098376438588,0.00814690129217296,-0.0261343141609738,0.0102303786141302,0.00487973007647207,-0.00127542619635031,-0.00347987046821171,0.00591733247830418,-0.00100215454062606,-0.0121967855761817,-0.00126714294965584,0.000720667494878324,-0.0107820996230834,0.00293444325945569,-0.00338428561182603,0.00288253468740231,-0.000210844723110621,0.00541988551929728,0.00224827328605305,0.00321451507780073,0.00224609011790102,0.000279395604632849,0.00257292021055575,-0.00082192125575442,0.000267484789140951,0.00345164988467619,-0.000285606871040646,0.000174821697397202,-0.000311784235436534,0.00228763361568994,0.00246569742931508,-0.000406438253448728,-0.000839005582555465,0.000391293992633324,0.00179947909736826,-0.000927546321494887,0.00237729753732752,0.000214947129102884,-0.000334634684742833,7.63991083143283e-05,-6.26881020518739e-05,0.000708603036025846,-0.000356857603509472,0.000866471375844422,-0.00030149809125099,0.00012996307250428,0.000402874189454917,-0.000419083381679916,-0.000842978542456952,-0.000410544657596021,-0.00026459847036428,-4.33394400508944e-17,2.11102029218006e-17,-5.57792538538052e-18
"japonicus",0.328599537393908,-0.0913928908118928,0.088187850985075,0.0868650542480578,-0.159581161293335,-0.00619180070333776,0.0228586203519526,-0.0367206849715401,-0.0354042219742911,0.0197349365419231,-0.0128651144307128,0.0313299080608632,-0.00852539713799788,-0.0207563586581325,-7.68664251998998e-05,0.0125166854054229,0.0289589873973771,-0.00115456679890937,0.0515704290203918,0.00491070483706295,0.00874894737221128,0.022180626195278,0.00873340227915943,-0.00275410736297362,0.00795226757826252,0.00332744772193246,0.00387809735054759,-0.00376383415243132,0.00264542828039368,0.012336684896109,-0.00389847768407919,-0.00492889920319783,-0.00343394713649627,0.000750541542443498,0.0021216656664555,-0.000223731905352364,-0.00547325509969915,-0.00320383313638872,-0.00196813135372243,0.0040535217462517,0.00247691617061206,-0.00125773173408931,0.00348134164439261,0.0016686431787438,0.0027478630192786,-0.00172355556750671,0.00101663557623522,0.00274647331138525,-0.000875089553090411,-0.00300068117874069,0.00177393894431483,-0.0010137634488761,0.000916770405615644,0.00111685487401517,7.06874140946306e-05,-0.00038066062107392,0.000301434093914953,0.000170854958463032,-0.000912861250324722,7.91983317372123e-05,0.000426743924316161,-2.40061498310756e-17,-4.30709266117841e-17,-3.25394072016566e-18
"tobianus",-0.0414264513455214,-0.0816081713501543,0.017970879947974,0.000621520680809853,0.0202931668093349,0.0129886797999086,0.0244900183273501,0.026985930670584,-0.0095993132973701,-0.000992080357768137,0.0114258205803946,0.00212470408722869,0.00598324678540932,-0.00344484252473993,-0.00564310578662851,-0.00197332718889053,-0.00103272617809545,-0.000463842939090275,0.00105395100942535,-0.00285874223376325,-0.00803269914492453,0.00140117947204844,-0.00166231630149013,-0.00190789426617939,0.00757180254945001,-0.00540290053521485,-0.00332322491002787,-0.000666288330252339,-0.000467485058844889,0.00218939262258974,0.000110657833802751,-0.0013215537393837,-0.000260411032887779,-0.00107695465905217,0.00149035023143526,1.95790539300019e-05,0.00151545716117333,0.000670133420667783,0.000742704725207048,-0.00164539628847475,-0.0007002914451895,0.00088985610864607,0.000870328301524937,-0.00046080226305849,0.000693267930873983,0.00058825544041027,-0.0003548610906226,0.00048697970905008,-0.00045010240337232,0.000921903911819276,0.000399571891503625,-0.000449732766504831,-0.000705260507029155,0.00138361164247476,-0.000383308034414274,-0.000716982585862163,0.00052068258378326,-0.000647568427274716,-8.01079296175785e-05,0.000189563220124289,0.000338425403955634,-7.45578021856992e-17,-1.34392558963513e-17,-2.11246726798667e-19
"hexapterus",-0.166367061135271,-0.0401429364923713,0.0169865249447541,-0.0105645325513267,0.010407197235982,-0.00724459411408412,-0.0147527426653789,0.00218088517251862,-0.0148953322836694,-0.0091430648882418,0.00272117385221884,0.00871483591710063,0.00210898675168686,-0.00852533634608966,-0.000675054445994819,-0.00791714042832244,0.00169707740974053,-0.00441594346013256,-0.000892810951145477,0.000635245850418812,0.000537987739374602,-0.00530679948962113,0.00043205733281429,0.00109654043583847,0.00192880935001959,0.000257910918729399,5.12513834766501e-05,-2.2098866147522e-05,-0.00136473051407733,0.00190918283648066,-0.000379105554230848,-0.00194442692920198,0.00139794709395696,-0.00032631865729318,-0.000975910491407699,-0.00017579405515171,0.00171318076803937,-0.000139128473676818,-2.74672197188423e-05,-8.63231417081571e-05,-0.000171168892183882,9.25313664638454e-05,-0.000854538618560208,0.000773417642354492,-0.000122559229547787,0.000362087956018047,0.000418957532134362,-0.000191856224163944,-0.000171362453172163,-0.000161333989620914,-0.000193301846901127,-2.64365568976686e-05,0.000440120474981022,0.000201324398444684,-0.000417791602854951,-0.000307389210375414,-0.000275203101245331,-0.000236949216376265,-0.000135372559722279,-7.56625219629884e-05,-6.57482924917736e-05,2.70775346629723e-17,4.10708778562403e-18,4.77250690816945e-18
"gilli",-0.12713276773975,0.00375702655727154,0.0221545160218459,-0.0126270356279879,-0.00465851448710199,0.0173468178300921,-0.0155288557582266,0.00990436793612027,-0.00656413107027385,0.00432231498150617,-0.00206889953219338,0.00220406231639086,-0.00335478941586446,-0.008065372655903,-0.00745584313409649,0.00374545409442482,-0.00217895264968083,-0.00196728973847249,-0.000103679629257124,-0.000787486171675639,0.00102736457270623,-0.00164352849438458,-0.00308721523570346,0.00149445291397361,-0.000424933914807231,0.000103164086984927,0.00239204321975607,-0.000703497142348706,0.00137340536757392,0.00183867925814557,0.000125830346347742,-0.000323688157468291,-0.000302213386138713,-0.00129319658843352,-0.00180675461491219,0.00144353850686184,0.000774731710923964,9.8118150818352e-05,0.000630295653581076,-9.26055601997716e-05,0.000515729680251422,-0.000614522229076271,-0.000391592443578531,-0.000430787402642842,0.00116329812929262,0.000667295854602911,-0.000479993018711483,0.000265932146850754,0.000648980976543139,5.622380282351e-05,-0.000639451558393784,0.000177361508705612,0.000520834062965066,0.000192679980627435,5.98879566470451e-05,-0.000158666805825468,-0.000540024362716701,8.41776998283151e-05,8.79593020980816e-05,-8.39925437375478e-05,5.12615690425588e-05,-3.41352843418836e-17,-2.57503298161648e-17,-1.03901964955772e-18
"japonicum",-0.0613292857440551,-0.0526848557277799,-0.00360337465873348,-0.0286985099111754,-0.0463566352532079,0.0139675669087905,-0.00944152363521742,0.0144735195091844,0.0159452225750094,-0.00686965124918289,-0.0018521523128698,-0.0150450031389227,-0.00953175006322519,-0.0103983022448713,0.00480159957645303,0.00961358958356245,0.00151252997644302,0.0033699221429504,-0.0040625439051052,-2.29151357815431e-05,-0.00134597411434584,-0.000492690230612415,0.0016861400998866,-0.00194248700846659,0.00143220921038432,-0.00265059476164773,0.0018348031786408,1.80811070921637e-05,0.00286129827800518,-0.00262779759073282,0.00202508004614776,0.00392959461681369,-0.00191408250866858,-0.00145586598441139,0.00277800605794326,-0.00235825382144153,-0.00143255194692367,-0.0008661805940838,-0.000335649805912384,-0.000669396522982646,0.000568007413836361,-4.60798660070683e-05,0.000271361362093002,0.000634414608390454,0.000211681210741616,-0.000546048296242842,-0.00149622560292219,-0.000463118504549468,-0.00173957493434816,0.000739104275731236,-0.000327253618953692,9.89170084311487e-05,-0.000100988848797517,0.000494990435636396,-0.00016212531731779,0.000266920743870234,-0.00032912149677071,0.000207304550785838,-8.26755344846102e-05,-0.000105858811424016,0.000232086864496517,-4.06150826282766e-17,2.38674385939554e-17,4.48925499362361e-18
