"","Comp.1","Comp.2"
"1",-5.06703170862812,-1.78376474800014
"2",-15.1016644621102,-0.273780959638791
"3",10.1425377526498,-0.301121621963828
"4",-20.7438919894798,0.375162661927168
"5",-12.2208655535512,-0.0915291603445154
"6",-24.2092246364089,0.323228498219538
"7",-21.4990558759292,0.475033962111932
"8",68.5666832600524,2.11179857408365
"9",50.4076032076715,-1.28548641886046
"10",56.2850769977243,-0.570944372558127
"11",50.3662772769175,-0.429476446359699
"12",13.7430355398125,-1.53496130403376
"13",-23.2941257718352,0.319003547539093
"14",-18.6144327013539,-0.24263480451431
"15",-8.869345618229,-0.642388329162811
"16",8.31971412767808,-0.424781480877363
"17",-2.87718992086765,-1.94021726605062
"18",29.4127127174922,-1.28914256275826
"19",-5.50584272473851,-0.09604674106761
"20",-6.73422550969547,0.929758516445366
"21",-27.6450891772181,0.914878399330013
"22",-28.0175282046238,0.857528911394841
"23",-11.9474502945194,-0.316365020394386
"24",5.36468174490577,-0.578029947302937
"25",-30.4214321721984,0.787631100176544
"26",85.5303243142245,2.35984438444876
"27",78.8354949564943,1.99766674760375
"28",2.58414238392209,-0.723054853001089
"29",-20.1262933158948,0.183626465184406
"30",-29.5886561005963,1.00244069528392
"31",33.1291600226484,-0.657009456090091
"32",-9.89334606201377,-0.262537851127599
"33",2.94578788661279,-0.748792965521013
"34",-29.7945414560019,1.01095590461715
"35",-29.8669197670653,1.0095024840773
"36",-31.4704534074835,1.21160291769547
"37",62.1771148821371,1.45278497275404
"38",58.3486078543484,1.19628567618154
"39",57.0847664514278,1.16590136486003
"40",12.904113942657,-0.399137787111898
"41",-21.3721380692838,0.248441469557838
"42",-23.6078061585754,0.702875907552175
"43",-18.0772580345369,0.527307987811943
"44",-17.4069947935098,0.324685804317044
"45",-14.3996483948542,-0.310170158640752
"46",-22.6118924253336,0.381140671668481
"47",3.85648741311948,-1.38068785246202
"48",14.5760125716604,-1.53800693399384
"49",-16.9693058095048,0.565307925860604
"50",-2.75208031829099,-1.7500419431509
"51",-24.3701424309612,0.451568144641127
"52",-16.1065209802548,-0.286934380847143
"53",-25.2360579909121,0.694064742149378
"54",-16.157604887889,-0.207511226013647
"55",-17.3277100214098,0.484192544946972
"56",-28.9809567906241,0.987140205072821
"57",-9.10859919943473,-1.13634620965094
"58",-0.707158381478055,-0.741173494309857
"59",4.61140714455156,-0.973688566678801
"60",9.80707729291163,-1.44500413695662
"61",-3.56455985455341,-0.665708282552709
"62",44.3677630267777,-0.695179799201863
"63",52.8243356608319,0.816601853982618
"64",61.9066706428876,0.646772389163878
"65",-20.7721995671711,0.963830308377346
"66",5.26784930556245,-2.19443581356107
"67",-7.46432999411089,-0.820583259480874
"68",4.3370916216289,-0.866220172791184
"69",26.9155906048045,-1.20203246324755
"70",-25.7298374463325,0.719920445469077
"71",-24.1180717660034,0.89915470696238
"72",-27.4552601132284,0.837336137061802
"73",-22.8886175137001,-0.0366873542294028
"74",-16.9455966020636,0.419703999174933
"75",-14.8968479198662,-0.493287653926943
"76",8.38049501574652,-1.11820667094239
"77",-4.16107045654235,-0.619349548098879
"78",-33.4634020505617,1.41592396580554
"79",-32.8383412184294,1.30185502396628
