"","V1","V2","V3","V4","V5","V6","V7"
"18",18,-208.755428453899,0.134918787862772,-0.0656805839484956,-696.116406478881,-0.0171728317074059,0.00886983268959667
"19",19,-200.71697319014,0.13916169094868,-0.0602745972994805,-706.284286608196,-0.0180443481256381,0.0101183383805304
"20",20,-198.200412051837,0.138050293272503,-0.0593095644823582,-705.195164947563,-0.0180347648283873,0.0104589644653325
"21",21,-198.403920052491,0.140391904096988,-0.0597740063723831,-707.497457146208,-0.0183540639434993,0.00981279665850483
"22",22,-199.558634374282,0.143840556288195,-0.058380306773034,-703.61289147192,-0.0181563504478062,0.00976399421721399
"23",23,-195.199072542085,0.144138633934053,-0.0564650468192652,-693.141811022613,-0.0166822073751361,0.00835110400833166
"24",24,-201.70095155487,0.13803697250645,-0.0609400227327643,-707.948980940907,-0.0180840639576964,0.0105173923081034
"25",25,-207.41138394961,0.133777824484149,-0.0664931201256261,-706.357120403698,-0.0179102809253203,0.010251447663068
"26",26,-209.59141611112,0.13379342503211,-0.0666195197583623,-693.619107409505,-0.0165725644796525,0.00814117819694893
"27",27,-206.728419332138,0.133232039221368,-0.0660439443262587,-705.723300054882,-0.0181572031612376,0.0103320360100369
"28",28,-200.298416445353,0.141884092992817,-0.0576429790151547,-694.583715706949,-0.0165576626912393,0.00785566006430339
"29",29,-191.390110002706,0.144696281752004,-0.0581317604977019,-708.221906331225,-0.0179869378006041,0.00995032961404119
"30",30,-209.399842277492,0.133116648138671,-0.0676337281029887,-705.4305397406,-0.0180552161361517,0.00994071693240842
"31",31,-201.743577532443,0.138511165135178,-0.0625161201452569,-706.77056875481,-0.018342036100935,0.00977768763095485
"32",32,-198.520494905504,0.140706808915804,-0.0586396297647325,-700.294369140877,-0.0179045001895592,0.0096805826916953
"33",33,-180.782536612112,0.145091193775165,-0.0609300838994573,-708.28157161352,-0.0180663823819064,0.00995872987662169
"34",34,-207.60507353991,0.133402784710946,-0.0662090260063119,-706.671118277976,-0.0179983679838729,0.00998951163562803
"35",35,-202.833768480966,0.13744028770938,-0.0624853045158637,-706.556320805231,-0.0180594329569589,0.0099761013599806
"36",36,-206.941537669276,0.134240105508528,-0.0668650139755472,-705.339096027826,-0.0180544179676546,0.0101831226380789
