Steppingstone sampler:						-128.31154
        No Stones:                  100						-125.973171
        Start It:                   1010001						-126.105479
        It Per Stone:               1000						-119.99089
        Sample Freq:                1						-132.505979
"        Dist:                       Beta(0.400000,1.000000)"						-121.714041
Stone No	Power	N	Stone MLh	Running MLh		-114.811462
0	0.975187	750	-2.879934	-2.879934		-116.278158
1	0.950747	750	-2.816201	-5.696135		-123.730886
2	0.926679	750	-2.775503	-8.471638		-126.27607
3	0.90298	750	-2.751332	-11.22297		-126.070967
4	0.879648	750	-2.69671	-13.91968		-126.547739
5	0.856682	750	-2.77205	-16.691729		-122.344891
6	0.834079	750	-2.710198	-19.401928		-130.848242
7	0.811838	750	-2.669182	-22.07111		-122.818035
8	0.789957	750	-2.638306	-24.709416		-130.497612
9	0.768433	750	-2.58958	-27.298996		-132.827834
10	0.747266	750	-2.574198	-29.873194		-127.330263
11	0.726452	750	-2.482241	-32.355434		-133.210476
12	0.705989	750	-2.426887	-34.782321		-130.279428
13	0.685877	750	-2.332336	-37.114658		-131.030674
14	0.666112	750	-2.311625	-39.426283		-126.878948
15	0.646693	750	-2.310903	-41.737186		-124.307569
16	0.627618	750	-2.2504	-43.987586		-131.981199
17	0.608884	750	-2.265668	-46.253254		-131.707217
18	0.59049	750	-2.132011	-48.385266		-137.88033
19	0.572433	750	-2.093057	-50.478322		-121.333164
20	0.554712	750	-2.101123	-52.579445		-128.458196
21	0.537324	750	-2.03445	-54.613895		-129.249041
22	0.520268	750	-2.039568	-56.653463		-132.358892
23	0.50354	750	-2.032624	-58.686087		-123.167115
24	0.487139	750	-1.93816	-60.624247		-134.681153
25	0.471063	750	-1.944275	-62.568522		-120.56044
26	0.45531	750	-1.94041	-64.508932		-135.47222
27	0.439877	750	-1.87281	-66.381742		-115.890128
28	0.424762	750	-1.837672	-68.219413		-124.09918
29	0.409963	750	-1.82569	-70.045103		-129.291816
30	0.395478	750	-1.773667	-71.81877		-130.010353
31	0.381305	750	-1.790905	-73.609675		-126.782381
32	0.36744	750	-1.901663	-75.511339		-122.208817
33	0.353883	750	-1.745727	-77.257066		-127.445096
34	0.34063	750	-1.667783	-78.924849		-125.62119
35	0.32768	750	-1.787881	-80.712729		-127.046232
36	0.31503	750	-1.768787	-82.481516		-134.593008
37	0.302677	750	-1.489956	-83.971472		-116.476368
38	0.290619	750	-1.558842	-85.530314		-122.0114
39	0.278855	750	-1.570776	-87.10109		-129.060428
40	0.267381	750	-1.518783	-88.619873		-131.845869
41	0.256195	750	-1.535865	-90.155738		-116.283092
42	0.245294	750	-1.507027	-91.662765		-129.34412
43	0.234677	750	-1.486316	-93.149081		-130.572896
44	0.22434	750	-1.389139	-94.53822		-127.624619
45	0.214281	750	-1.407256	-95.945476		-122.603651
46	0.204498	750	-1.390456	-97.335932		-134.909201
47	0.194988	750	-1.310081	-98.646013		-129.433336
48	0.185749	750	-1.309948	-99.95596		-142.537534
49	0.176777	750	-1.278242	-101.234203		-121.209561
50	0.16807	750	-1.181761	-102.415964		-129.990069
51	0.159626	750	-1.221417	-103.637381		-123.557626
52	0.151441	750	-1.168802	-104.806183		-127.830206
53	0.143514	750	-1.101432	-105.907615		-120.095461
54	0.135841	750	-1.134946	-107.042561		-124.014906
55	0.12842	750	-1.09484	-108.1374		-121.67959
56	0.121247	750	-1.035847	-109.173248		-131.501644
57	0.11432	750	-0.995656	-110.168904		-120.622339
58	0.107637	750	-0.9603	-111.129204		-128.540986
59	0.101193	750	-0.948491	-112.077695		-134.367141
60	0.094986	750	-0.92308	-113.000775		-125.150858
61	0.089014	750	-0.888529	-113.889304		-124.364432
62	0.083273	750	-0.883442	-114.772745		-125.195749
63	0.07776	750	-0.826944	-115.599689		-126.052834
64	0.072472	750	-0.804064	-116.403753		-126.017884
65	0.067406	750	-0.765242	-117.168995		-121.660213
66	0.062558	750	-0.736189	-117.905184		-125.678118
67	0.057926	750	-0.716106	-118.621291		-137.417375
