Steppingstone sampler:						-87.991998
        No Stones:                  100						-92.550178
        Start It:                   1010001						-87.591594
        It Per Stone:               1000						-84.280338
        Sample Freq:                1						-86.087348
"        Dist:                       Beta(0.400000,1.000000)"						-91.355677
Stone No	Power	N	Stone MLh	Running MLh		-90.158947
0	0.975187	750	-1.999108	-1.999108		-81.622369
1	0.950747	750	-1.966127	-3.965235		-88.300703
2	0.926679	750	-1.953607	-5.918842		-81.316779
3	0.90298	750	-1.90925	-7.828092		-76.526299
4	0.879648	750	-1.946032	-9.774124		-89.317576
5	0.856682	750	-1.86723	-11.641354		-88.790462
6	0.834079	750	-1.850598	-13.491952		-84.906018
7	0.811838	750	-1.793562	-15.285514		-82.556257
8	0.789957	750	-1.796108	-17.081622		-90.670297
9	0.768433	750	-1.799618	-18.88124		-74.72678
10	0.747266	750	-1.725572	-20.606813		-90.498953
11	0.726452	750	-1.761585	-22.368397		-83.617315
12	0.705989	750	-1.665245	-24.033642		-88.525547
13	0.685877	750	-1.662747	-25.696389		-84.623248
14	0.666112	750	-1.672508	-27.368897		-88.72621
15	0.646693	750	-1.649535	-29.018433		-93.126505
16	0.627618	750	-1.620997	-30.63943		-85.71334
17	0.608884	750	-1.611882	-32.251311		-88.196225
18	0.59049	750	-1.527852	-33.779164		-82.187471
19	0.572433	750	-1.592324	-35.371488		-75.163223
20	0.554712	750	-1.57608	-36.947569		-85.945649
21	0.537324	750	-1.473406	-38.420975		-79.841117
22	0.520268	750	-1.42706	-39.848034		-91.813172
23	0.50354	750	-1.474132	-41.322166		-83.417613
24	0.487139	750	-1.441116	-42.763282		-88.153339
25	0.471063	750	-1.335772	-44.099054		-85.527442
26	0.45531	750	-1.359688	-45.458742		-85.80396
27	0.439877	750	-1.347509	-46.806251		-83.710132
28	0.424762	750	-1.35817	-48.164421		-87.676453
29	0.409963	750	-1.32936	-49.493781		-83.921385
30	0.395478	750	-1.263982	-50.757763		-87.956912
31	0.381305	750	-1.276989	-52.034752		-96.609602
32	0.36744	750	-1.256759	-53.29151		-86.440465
33	0.353883	750	-1.205873	-54.497383		-83.24664
34	0.34063	750	-1.184771	-55.682155		-76.965755
35	0.32768	750	-1.153125	-56.83528		-79.750892
36	0.31503	750	-1.132326	-57.967606		-83.749749
37	0.302677	750	-1.117893	-59.085498		-86.031012
38	0.290619	750	-1.090991	-60.176489		-80.748117
39	0.278855	750	-1.072639	-61.249128		-84.636003
40	0.267381	750	-1.040823	-62.289951		-80.485683
41	0.256195	750	-1.023229	-63.31318		-88.806092
42	0.245294	750	-0.991195	-64.304375		-85.04288
43	0.234677	750	-0.971144	-65.275519		-83.765542
44	0.22434	750	-0.93203	-66.207549		-89.019602
45	0.214281	750	-0.893639	-67.101188		-90.621303
46	0.204498	750	-0.893788	-67.994976		-84.105716
47	0.194988	750	-0.871811	-68.866788		-84.810493
48	0.185749	750	-0.842497	-69.709285		-81.184655
49	0.176777	750	-0.836821	-70.546106		-77.203764
50	0.16807	750	-0.805649	-71.351755		-86.19832
51	0.159626	750	-0.781919	-72.133674		-84.38983
52	0.151441	750	-0.751748	-72.885423		-83.278426
53	0.143514	750	-0.735225	-73.620647		-75.280111
54	0.135841	750	-0.713167	-74.333814		-89.332061
55	0.12842	750	-0.694322	-75.028137		-86.873308
56	0.121247	750	-0.66286	-75.690996		-85.533175
57	0.11432	750	-0.648134	-76.33913		-80.725754
58	0.107637	750	-0.635382	-76.974512		-86.749399
59	0.101193	750	-0.613341	-77.587853		-83.483285
60	0.094986	750	-0.587092	-78.174945		-82.62998
61	0.089014	750	-0.57811	-78.753055		-90.573701
62	0.083273	750	-0.550396	-79.303451		-87.065009
63	0.07776	750	-0.530305	-79.833756		-85.957926
64	0.072472	750	-0.518804	-80.35256		-84.639014
65	0.067406	750	-0.4973	-80.84986		-89.775682
66	0.062558	750	-0.480399	-81.330259		-85.387022
67	0.057926	750	-0.465554	-81.795812		-89.544146
68	0.053506	750	-0.444418	-82.240231		-79.504003
69	0.049295	750	-0.41635	-82.656581		-86.116761
70	0.045289	750	-0.400954	-83.057535		-81.726342
71	0.041485	750	-0.387966	-83.445501		-82.901857
72	0.03788	750	-0.367696	-83.813197		-88.450969
73	0.034469	750	-0.355101	-84.168298		-81.421567
74	0.03125	750	-0.340442	-84.50874		-88.449552
75	0.028218	750	-0.32899	-84.837731		-87.415189
76	0.02537	750	-0.306523	-85.144253		-79.329458
77	0.022702	750	-0.288255	-85.432508		-88.961703
